event_name,fight_id,date,weight_class,win_method,win_round,win_time,name,fighter_url,colour,str,td,sub,pass,str_against,winner,loser,blue_win,win_method_bin,num_fights,wins,losses,days_since_last_fight,tko_recieved,total_tko_recieved,fight_time,total_octagon_time,last_fight_time,last_fight_tko_received,last_fight_win,last_fight_loss,last_fight_str_against,total_str,total_str_against,height_inches,weight_lbs,reach_inches,stance
UFC_33-Victory_in_Vegas,5294,2001-09-28,Welterweight,"KO/TKO, Punch",2,0:15,Jutaro Nakao,http://www.ufcstats.com/fighter-details/95eb112a85601a0a,blue,8.0,0.0,0.0,0.0,1.0,1,0,1,TKO,0,0,0,0.0,0,0,5.016666666666667,0.0,0.0,0,0,0,0.0,0.0,0.0,69.0,170.0,,Southpaw
UFC_36-Worlds_Collide,5272,2002-03-22,Welterweight,U-DEC,3,5:00,Jutaro Nakao,http://www.ufcstats.com/fighter-details/95eb112a85601a0a,blue,4.0,0.0,0.0,0.0,21.0,0,1,0,DEC,1,1,0,175.0,0,0,15.0,5.016666666666667,5.016666666666667,0,1,0,1.0,8.0,1.0,69.0,170.0,,Southpaw
UFC_160-Velasquez_vs_Silva_2,3280,2013-05-25,Lightweight,U-DEC,3,5:00,KJ Noons,http://www.ufcstats.com/fighter-details/b7ffa72aa148599a,blue,42.0,0.0,0.0,0.0,78.0,0,1,0,DEC,0,0,0,0.0,0,0,15.0,0.0,0.0,0,0,0,0.0,0.0,0.0,70.0,155.0,72.0,Orthodox
UFC_166-Velasquez_vs_Dos_Santos_3,3142,2013-10-19,Lightweight,U-DEC,3,5:00,KJ Noons,http://www.ufcstats.com/fighter-details/b7ffa72aa148599a,red,56.0,0.0,0.0,0.0,50.0,1,0,0,DEC,1,0,1,147.0,0,0,15.0,15.0,15.0,0,0,1,78.0,42.0,78.0,70.0,155.0,72.0,Orthodox
UFC_Fight_Night-Bisping_vs_Kennedy,2918,2014-04-16,Welterweight,"KO/TKO, Punch",1,0:30,KJ Noons,http://www.ufcstats.com/fighter-details/b7ffa72aa148599a,red,7.0,0.0,0.0,0.0,5.0,1,0,0,TKO,2,1,1,179.0,0,0,0.05,30.0,15.0,0,1,0,50.0,98.0,128.0,70.0,155.0,72.0,Orthodox
The_Ultimate_Fighter-A_Champion_Will_Be_Crowned_Finale,2566,2014-12-12,Lightweight,CNC,2,0:25,KJ Noons,http://www.ufcstats.com/fighter-details/b7ffa72aa148599a,red,18.0,0.0,0.0,0.0,23.0,1,0,0,CNC,3,2,1,240.0,0,0,5.033333333333333,30.05,0.05,0,1,0,5.0,105.0,133.0,70.0,155.0,72.0,Orthodox
UFC_Fight_Night-Condit_vs_Alves,2348,2015-05-30,Welterweight,"SUB, Rear, Naked, Choke",1,2:51,KJ Noons,http://www.ufcstats.com/fighter-details/b7ffa72aa148599a,blue,7.0,0.0,0.0,0.0,3.0,0,1,0,SUB,4,3,1,169.0,0,0,2.0833333333333335,35.083333333333336,5.033333333333333,0,1,0,23.0,123.0,156.0,70.0,155.0,72.0,Orthodox
UFC_Fight_Night-Hendricks_vs_Thompson,2023,2016-02-06,Lightweight,U-DEC,3,5:00,KJ Noons,http://www.ufcstats.com/fighter-details/b7ffa72aa148599a,blue,33.0,0.0,0.0,0.0,57.0,0,1,0,DEC,5,3,2,252.0,0,0,15.0,37.16666666666667,2.0833333333333335,0,0,1,3.0,130.0,159.0,70.0,155.0,72.0,Orthodox
UFC_Fight_Night-Dos_Santos_vs_Tuivasa,690,2018-12-01,Flyweight,U-DEC,3,5:00,Kai Kara-France,http://www.ufcstats.com/fighter-details/853eb0dd5c0e2149,blue,86.0,0.0,0.0,5.0,16.0,1,0,1,DEC,0,0,0,0.0,0,0,15.0,0.0,0.0,0,0,0,0.0,0.0,0.0,64.0,125.0,69.0,Orthodox
UFC_234-Adesanya_vs_Silva,613,2019-02-09,Flyweight,S-DEC,3,5:00,Kai Kara-France,http://www.ufcstats.com/fighter-details/853eb0dd5c0e2149,red,58.0,2.0,0.0,0.0,67.0,1,0,0,DEC,1,1,0,70.0,0,0,15.0,15.0,15.0,0,1,0,16.0,86.0,16.0,64.0,125.0,69.0,Orthodox
UFC_Fight_Night-Andrade_vs_Zhang,303,2019-08-31,Flyweight,U-DEC,3,5:00,Kai Kara-France,http://www.ufcstats.com/fighter-details/853eb0dd5c0e2149,blue,91.0,1.0,0.0,0.0,60.0,1,0,1,DEC,2,2,0,203.0,0,0,15.0,30.0,15.0,0,1,0,67.0,144.0,83.0,64.0,125.0,69.0,Orthodox
UFC_245-Usman_vs_Covington,150,2019-12-14,Flyweight,U-DEC,3,5:00,Kai Kara-France,http://www.ufcstats.com/fighter-details/853eb0dd5c0e2149,red,82.0,0.0,0.0,0.0,91.0,0,1,1,DEC,3,3,0,105.0,0,0,15.0,45.0,15.0,0,1,0,60.0,235.0,143.0,64.0,125.0,69.0,Orthodox
UFC_Fight_Night-Felder_vs_Hooker,76,2020-02-22,Flyweight,U-DEC,3,5:00,Kai Kara-France,http://www.ufcstats.com/fighter-details/853eb0dd5c0e2149,red,78.0,0.0,0.0,0.0,50.0,1,0,0,DEC,4,3,1,70.0,0,0,15.0,60.0,15.0,0,0,1,91.0,317.0,234.0,64.0,125.0,69.0,Orthodox
UFC_Fight_Night-Edgar_vs_Swanson,2596,2014-11-22,Women's Strawweight,"KO/TKO, Punches",3,2:54,Kailin Curran,http://www.ufcstats.com/fighter-details/05b43e0ead3df345,blue,28.0,5.0,0.0,4.0,61.0,0,1,0,TKO,0,0,0,0.0,1,0,12.083333333333334,0.0,0.0,0,0,0,0.0,0.0,0.0,64.0,115.0,65.0,Orthodox
UFC_Fight_Night-Miocic_vs_Hunt,2390,2015-05-09,Women's Strawweight,"SUB, Armbar",3,3:15,Kailin Curran,http://www.ufcstats.com/fighter-details/05b43e0ead3df345,blue,81.0,2.0,0.0,1.0,44.0,0,1,0,SUB,1,0,1,168.0,0,1,13.016666666666667,12.083333333333334,12.083333333333334,1,0,1,61.0,28.0,61.0,64.0,115.0,65.0,Orthodox
UFC_Fight_Night-Namajunas_vs_VanZant,2113,2015-12-10,Women's Strawweight,"SUB, Rear, Naked, Choke",2,4:13,Kailin Curran,http://www.ufcstats.com/fighter-details/05b43e0ead3df345,red,21.0,1.0,2.0,2.0,22.0,1,0,0,SUB,2,0,2,215.0,0,1,9.016666666666666,25.1,13.016666666666667,0,0,1,44.0,109.0,105.0,64.0,115.0,65.0,Orthodox
UFC_on_FOX-Holm_vs_Shevchenko,1812,2016-07-23,Women's Strawweight,"SUB, Rear, Naked, Choke",1,1:59,Kailin Curran,http://www.ufcstats.com/fighter-details/05b43e0ead3df345,blue,5.0,0.0,0.0,0.0,13.0,0,1,0,SUB,3,1,2,226.0,0,1,1.0833333333333333,34.11666666666667,9.016666666666666,0,1,0,22.0,130.0,127.0,64.0,115.0,65.0,Orthodox
The_Ultimate_Fighter-Tournament_of_Champions_Finale,1630,2016-12-03,Women's Strawweight,U-DEC,3,5:00,Kailin Curran,http://www.ufcstats.com/fighter-details/05b43e0ead3df345,blue,47.0,0.0,1.0,0.0,73.0,0,1,0,DEC,4,1,3,133.0,0,1,15.0,35.2,1.0833333333333333,0,0,1,13.0,135.0,140.0,64.0,115.0,65.0,Orthodox
UFC_214-Cormier_vs_Jones_2,1322,2017-07-29,Women's Strawweight,U-DEC,3,5:00,Kailin Curran,http://www.ufcstats.com/fighter-details/05b43e0ead3df345,blue,86.0,1.0,0.0,2.0,82.0,0,1,0,DEC,5,1,4,238.0,0,1,15.0,50.2,15.0,0,0,1,73.0,182.0,213.0,64.0,115.0,65.0,Orthodox
UFC_Fight_Night-Bisping_vs_Gastelum,1181,2017-11-25,Women's Strawweight,U-DEC,3,5:00,Kailin Curran,http://www.ufcstats.com/fighter-details/05b43e0ead3df345,red,52.0,2.0,0.0,2.0,96.0,0,1,1,DEC,6,1,5,119.0,0,1,15.0,65.2,15.0,0,0,1,82.0,268.0,295.0,64.0,115.0,65.0,Orthodox
UFC_174-Johnson_vs_Bagautinov,2829,2014-06-14,Lightweight,"KO/TKO, Punch",3,2:01,Kajan Johnson,http://www.ufcstats.com/fighter-details/633a45d131192ffe,red,29.0,4.0,0.0,3.0,34.0,0,1,1,TKO,0,0,0,0.0,1,0,12.0,0.0,0.0,0,0,0,0.0,0.0,0.0,71.0,155.0,75.0,Orthodox
UFC_Fight_Night-Edgar_vs_Faber,2376,2015-05-16,Lightweight,U-DEC,3,5:00,Kajan Johnson,http://www.ufcstats.com/fighter-details/633a45d131192ffe,blue,20.0,3.0,1.0,1.0,20.0,1,0,1,DEC,1,0,1,336.0,0,1,15.0,12.0,12.0,1,0,1,34.0,29.0,34.0,71.0,155.0,75.0,Orthodox
UFC_Fight_Night-Barnett_vs_Nelson,2194,2015-09-26,Lightweight,U-DEC,3,5:00,Kajan Johnson,http://www.ufcstats.com/fighter-details/633a45d131192ffe,red,57.0,0.0,0.0,0.0,21.0,1,0,0,DEC,2,1,1,133.0,0,1,15.0,27.0,15.0,0,1,0,20.0,49.0,54.0,71.0,155.0,75.0,Orthodox
UFC_215-Nunes_vs_Shevchenko_2,1288,2017-09-09,Lightweight,"KO/TKO, Punch",3,0:49,Kajan Johnson,http://www.ufcstats.com/fighter-details/633a45d131192ffe,blue,26.0,0.0,0.0,0.0,16.0,1,0,1,TKO,3,2,1,714.0,0,1,10.066666666666666,42.0,15.0,0,1,0,21.0,106.0,75.0,71.0,155.0,75.0,Orthodox
UFC_Fight_Night-Werdum_vs_Volkov,1022,2018-03-17,Lightweight,S-DEC,3,5:00,Kajan Johnson,http://www.ufcstats.com/fighter-details/633a45d131192ffe,blue,33.0,2.0,0.0,2.0,24.0,1,0,1,DEC,4,3,1,189.0,0,1,15.0,52.06666666666666,10.066666666666666,0,1,0,16.0,132.0,91.0,71.0,155.0,75.0,Orthodox
UFC_Fight_Night-Alvarez_vs_Poirier_2,849,2018-07-28,Lightweight,"SUB, Armbar",1,4:43,Kajan Johnson,http://www.ufcstats.com/fighter-details/633a45d131192ffe,blue,7.0,0.0,0.0,0.0,7.0,0,1,0,SUB,5,4,1,133.0,0,1,4.066666666666666,67.06666666666666,15.0,0,1,0,24.0,165.0,115.0,71.0,155.0,75.0,Orthodox
UFC_Fight_Night-Hunt_vs_Oleinik,799,2018-09-15,Lightweight,S-DEC,3,5:00,Kajan Johnson,http://www.ufcstats.com/fighter-details/633a45d131192ffe,blue,44.0,0.0,0.0,0.0,17.0,0,1,0,DEC,6,4,2,49.0,0,1,15.0,71.13333333333333,4.066666666666666,0,0,1,7.0,172.0,122.0,71.0,155.0,75.0,Orthodox
The_Ultimate_Fighter-Team_Ortiz_vs_Team_Shamrock_Finale,5012,2006-06-24,Middleweight,"SUB, Rear, Naked, Choke",1,2:56,Kalib Starnes,http://www.ufcstats.com/fighter-details/c8136ab8aa32c974,blue,21.0,1.0,1.0,3.0,3.0,1,0,1,SUB,0,0,0,0.0,0,0,2.0833333333333335,0.0,0.0,0,0,0,0.0,0.0,0.0,75.0,185.0,74.0,Orthodox
UFC_64-Unstoppable,4950,2006-10-14,Middleweight,"KO/TKO, Punches",3,1:40,Kalib Starnes,http://www.ufcstats.com/fighter-details/c8136ab8aa32c974,red,19.0,0.0,1.0,0.0,39.0,0,1,1,TKO,1,1,0,112.0,1,0,11.066666666666666,2.0833333333333335,2.0833333333333335,0,1,0,3.0,21.0,3.0,75.0,185.0,74.0,Orthodox
UFC_71-Liddell_vs_Jackson,4851,2007-05-26,Middleweight,U-DEC,3,5:00,Kalib Starnes,http://www.ufcstats.com/fighter-details/c8136ab8aa32c974,red,47.0,2.0,0.0,1.0,44.0,1,0,0,DEC,2,1,1,224.0,0,1,15.0,13.15,11.066666666666666,1,0,1,39.0,40.0,42.0,75.0,185.0,74.0,Orthodox
UFC_77-Hostile_Territory,4771,2007-10-20,Middleweight,KO/TKO,2,1:39,Kalib Starnes,http://www.ufcstats.com/fighter-details/c8136ab8aa32c974,blue,40.0,1.0,0.0,0.0,57.0,0,1,0,TKO,3,2,1,147.0,1,1,6.05,28.15,15.0,0,1,0,44.0,87.0,86.0,75.0,185.0,74.0,Orthodox
UFC_83-Serra_vs_St-Pierre_2,4681,2008-04-19,Middleweight,U-DEC,3,5:00,Kalib Starnes,http://www.ufcstats.com/fighter-details/c8136ab8aa32c974,red,12.0,1.0,0.0,0.0,84.0,0,1,1,DEC,4,2,2,182.0,0,2,15.0,34.199999999999996,6.05,1,0,1,57.0,127.0,143.0,75.0,185.0,74.0,Orthodox
UFC_216-Ferguson_vs_Lee,1250,2017-10-07,Women's Flyweight,"SUB, Rear, Naked, Choke",1,2:54,Kalindra Faria,http://www.ufcstats.com/fighter-details/27b164b0d1833df0,red,0.0,0.0,0.0,0.0,3.0,0,1,1,SUB,0,0,0,0.0,0,0,2.0833333333333335,0.0,0.0,0,0,0,0.0,0.0,0.0,67.0,125.0,,Switch
UFC_Fight_Night-Stephens_vs_Choi,1114,2018-01-14,Women's Flyweight,S-DEC,3,5:00,Kalindra Faria,http://www.ufcstats.com/fighter-details/27b164b0d1833df0,blue,38.0,1.0,1.0,1.0,25.0,0,1,0,DEC,1,0,1,99.0,0,0,15.0,2.0833333333333335,2.0833333333333335,0,0,1,3.0,0.0,3.0,67.0,125.0,,Switch
UFC_Fight_Night-Gaethje_vs_Vick,828,2018-08-25,Women's Flyweight,"SUB, Armbar",1,4:57,Kalindra Faria,http://www.ufcstats.com/fighter-details/27b164b0d1833df0,red,13.0,1.0,0.0,3.0,5.0,0,1,1,SUB,2,0,2,223.0,0,0,4.083333333333333,17.083333333333332,15.0,0,0,1,25.0,38.0,28.0,67.0,125.0,,Switch
UFC_128-Shogun_vs_Jones,4004,2011-03-19,Lightweight,"KO/TKO, Knee",3,2:15,Kamal Shalorus,http://www.ufcstats.com/fighter-details/ece280745f8727b8,blue,26.0,1.0,0.0,0.0,43.0,0,1,0,TKO,0,0,0,0.0,1,0,12.016666666666667,0.0,0.0,0,0,0,0.0,0.0,0.0,68.0,155.0,68.0,Orthodox
UFC_on_FX-Guillard_vs_Miller,3755,2012-01-20,Lightweight,"SUB, Rear, Naked, Choke",3,2:08,Kamal Shalorus,http://www.ufcstats.com/fighter-details/ece280745f8727b8,red,13.0,0.0,0.0,0.0,35.0,0,1,1,SUB,1,0,1,307.0,0,1,12.0,12.016666666666667,12.016666666666667,1,0,1,43.0,26.0,43.0,68.0,155.0,68.0,Orthodox
UFC_on_FUEL_TV-Korean_Zombie_vs_Poirier,3658,2012-05-15,Lightweight,"SUB, Rear, Naked, Choke",1,1:40,Kamal Shalorus,http://www.ufcstats.com/fighter-details/ece280745f8727b8,blue,2.0,0.0,0.0,0.0,5.0,0,1,0,SUB,2,0,2,116.0,0,1,1.0666666666666667,24.016666666666666,12.0,0,0,1,35.0,39.0,78.0,68.0,155.0,68.0,Orthodox
The_Ultimate_Fighter-American_Top_Team_vs_Blackzilians_Finale,2282,2015-07-12,Welterweight,"SUB, Arm, Triangle",2,1:19,Kamaru Usman,http://www.ufcstats.com/fighter-details/f1b2aa7853d1ed6e,red,15.0,6.0,1.0,5.0,3.0,1,0,0,SUB,0,0,0,0.0,0,0,6.016666666666667,0.0,0.0,0,0,0,0.0,0.0,0.0,72.0,170.0,76.0,Switch
UFC_on_FOX-Dos_Anjos_vs_Cowboy_2,2077,2015-12-19,Welterweight,U-DEC,3,5:00,Kamaru Usman,http://www.ufcstats.com/fighter-details/f1b2aa7853d1ed6e,red,48.0,6.0,0.0,3.0,26.0,1,0,0,DEC,1,1,0,160.0,0,0,15.0,6.016666666666667,6.016666666666667,0,1,0,3.0,15.0,3.0,72.0,170.0,76.0,Switch
UFC_on_FOX-Holm_vs_Shevchenko,1815,2016-07-23,Welterweight,U-DEC,3,5:00,Kamaru Usman,http://www.ufcstats.com/fighter-details/f1b2aa7853d1ed6e,red,41.0,5.0,0.0,8.0,8.0,1,0,0,DEC,2,2,0,217.0,0,0,15.0,21.016666666666666,15.0,0,1,0,26.0,63.0,29.0,72.0,170.0,76.0,Switch
UFC_Fight_Night-Bader_vs_Nogueira,1650,2016-11-19,Welterweight,U-DEC,3,5:00,Kamaru Usman,http://www.ufcstats.com/fighter-details/f1b2aa7853d1ed6e,red,71.0,1.0,1.0,2.0,25.0,1,0,0,DEC,3,3,0,119.0,0,0,15.0,36.016666666666666,15.0,0,1,0,8.0,104.0,37.0,72.0,170.0,76.0,Switch
UFC_210-Cormier_vs_Johnson_2,1476,2017-04-08,Welterweight,U-DEC,3,5:00,Kamaru Usman,http://www.ufcstats.com/fighter-details/f1b2aa7853d1ed6e,blue,90.0,2.0,0.0,2.0,27.0,1,0,1,DEC,4,4,0,140.0,0,0,15.0,51.016666666666666,15.0,0,1,0,25.0,175.0,62.0,72.0,170.0,76.0,Switch
UFC_Fight_Night-Rockhold_vs_Branch,1272,2017-09-16,Welterweight,"KO/TKO, Punch",1,2:48,Kamaru Usman,http://www.ufcstats.com/fighter-details/f1b2aa7853d1ed6e,red,16.0,0.0,0.0,0.0,13.0,1,0,0,TKO,5,5,0,161.0,0,0,2.066666666666667,66.01666666666667,15.0,0,1,0,27.0,265.0,89.0,72.0,170.0,76.0,Switch
UFC_Fight_Night-Stephens_vs_Choi,1108,2018-01-14,Welterweight,U-DEC,3,5:00,Kamaru Usman,http://www.ufcstats.com/fighter-details/f1b2aa7853d1ed6e,blue,50.0,8.0,0.0,7.0,30.0,1,0,1,DEC,6,6,0,120.0,0,0,15.0,68.08333333333333,2.066666666666667,0,1,0,13.0,281.0,102.0,72.0,170.0,76.0,Switch
UFC_Fight_Night-Maia_vs_Usman,954,2018-05-19,Welterweight,U-DEC,5,5:00,Kamaru Usman,http://www.ufcstats.com/fighter-details/f1b2aa7853d1ed6e,red,66.0,0.0,0.0,0.0,27.0,1,0,0,DEC,7,7,0,125.0,0,0,25.0,83.08333333333333,15.0,0,1,0,30.0,331.0,132.0,72.0,170.0,76.0,Switch
The_Ultimate_Fighter-Heavy_Hitters_Finale,693,2018-11-30,Welterweight,U-DEC,5,5:00,Kamaru Usman,http://www.ufcstats.com/fighter-details/f1b2aa7853d1ed6e,blue,130.0,12.0,0.0,7.0,62.0,1,0,1,DEC,8,8,0,195.0,0,0,25.0,108.08333333333333,25.0,0,1,0,27.0,397.0,159.0,72.0,170.0,76.0,Switch
UFC_235-Jones_vs_Smith,570,2019-03-02,Welterweight,U-DEC,5,5:00,Kamaru Usman,http://www.ufcstats.com/fighter-details/f1b2aa7853d1ed6e,red,141.0,2.0,0.0,7.0,34.0,1,0,0,DEC,9,9,0,92.0,0,0,25.0,133.08333333333331,25.0,0,1,0,62.0,527.0,221.0,72.0,170.0,76.0,Switch
UFC_245-Usman_vs_Covington,140,2019-12-14,Welterweight,"KO/TKO, Punch",5,4:10,Kamaru Usman,http://www.ufcstats.com/fighter-details/f1b2aa7853d1ed6e,red,175.0,0.0,0.0,0.0,143.0,1,0,0,TKO,10,10,0,287.0,0,0,24.016666666666666,158.08333333333331,25.0,0,1,0,34.0,668.0,255.0,72.0,170.0,76.0,Switch
The_Ultimate_Fighter-A_New_World_Champion_Finale,1172,2017-12-01,Women's Flyweight,"SUB, Armbar",1,1:40,Karine Gevorgyan,http://www.ufcstats.com/fighter-details/2db0c114414d4f06,blue,2.0,0.0,0.0,0.0,3.0,0,1,0,SUB,0,0,0,0.0,0,0,1.0666666666666667,0.0,0.0,0,0,0,0.0,0.0,0.0,64.0,125.0,63.0,
UFC_Fight_Night-Poirier_vs_Pettis,1212,2017-11-11,Middleweight,"SUB, Rear, Naked, Choke",1,3:41,Karl Roberson,http://www.ufcstats.com/fighter-details/37d5b176d438d2a5,red,17.0,1.0,2.0,1.0,6.0,1,0,0,SUB,0,0,0,0.0,0,0,3.066666666666667,0.0,0.0,0,0,0,0.0,0.0,0.0,73.0,185.0,74.0,Southpaw
UFC_224-Nunes_vs_Pennington,972,2018-05-12,Middleweight,"SUB, Arm, Triangle",1,4:45,Karl Roberson,http://www.ufcstats.com/fighter-details/37d5b176d438d2a5,red,4.0,0.0,0.0,0.0,5.0,0,1,1,SUB,1,1,0,182.0,0,0,4.066666666666666,3.066666666666667,3.066666666666667,0,1,0,6.0,17.0,6.0,73.0,185.0,74.0,Southpaw
UFC_230-Cormier_vs_Lewis,745,2018-11-03,Middleweight,U-DEC,3,5:00,Karl Roberson,http://www.ufcstats.com/fighter-details/37d5b176d438d2a5,red,34.0,2.0,0.0,3.0,21.0,1,0,0,DEC,2,1,1,175.0,0,0,15.0,7.133333333333333,4.066666666666666,0,0,1,5.0,21.0,11.0,73.0,185.0,74.0,Southpaw
UFC_Fight_Night-Cejudo_vs_Dillashaw,635,2019-01-19,Light Heavyweight,"SUB, Arm, Triangle",1,3:21,Karl Roberson,http://www.ufcstats.com/fighter-details/37d5b176d438d2a5,blue,24.0,0.0,0.0,2.0,6.0,0,1,0,SUB,3,2,1,77.0,0,0,3.033333333333333,22.133333333333333,15.0,0,1,0,21.0,55.0,32.0,73.0,185.0,74.0,Southpaw
UFC_Fight_Night-De_Randamie_vs_Ladd,376,2019-07-13,Middleweight,S-DEC,3,5:00,Karl Roberson,http://www.ufcstats.com/fighter-details/37d5b176d438d2a5,blue,50.0,0.0,0.0,1.0,25.0,1,0,1,DEC,4,2,2,175.0,0,0,15.0,25.166666666666664,3.033333333333333,0,0,1,6.0,79.0,38.0,73.0,185.0,74.0,Southpaw
UFC_Fight_Night-Zabit_vs_Kattar,185,2019-11-09,Middleweight,"SUB, Rear, Naked, Choke",3,4:01,Karl Roberson,http://www.ufcstats.com/fighter-details/37d5b176d438d2a5,blue,43.0,1.0,1.0,1.0,37.0,1,0,1,SUB,5,3,2,119.0,0,0,14.0,40.166666666666664,15.0,0,1,0,25.0,129.0,63.0,73.0,185.0,74.0,Southpaw
UFC_116-Lesnar_vs_Carwin,4196,2010-07-03,Heavyweight,U-DEC,3,5:00,Karlos Vemola,http://www.ufcstats.com/fighter-details/d23ccf4a6c221284,blue,16.0,0.0,1.0,0.0,37.0,0,1,0,DEC,0,0,0,0.0,0,0,15.0,0.0,0.0,0,0,0,0.0,0.0,0.0,72.0,185.0,75.0,Orthodox
UFC_122-Marquardt_vs_Okami,4111,2010-11-13,Light Heavyweight,"KO/TKO, Punches",1,3:46,Karlos Vemola,http://www.ufcstats.com/fighter-details/d23ccf4a6c221284,blue,18.0,2.0,0.0,0.0,3.0,1,0,1,TKO,1,0,1,133.0,0,0,3.066666666666667,15.0,15.0,0,0,1,37.0,16.0,37.0,72.0,185.0,75.0,Orthodox
UFC_Live-Hardy_vs_Lytle,3907,2011-08-14,Light Heavyweight,U-DEC,3,5:00,Karlos Vemola,http://www.ufcstats.com/fighter-details/d23ccf4a6c221284,blue,8.0,0.0,1.0,0.0,40.0,0,1,0,DEC,2,1,1,274.0,0,0,15.0,18.066666666666666,3.066666666666667,0,1,0,3.0,34.0,40.0,72.0,185.0,75.0,Orthodox
UFC_on_FOX-Diaz_vs_Miller,3672,2012-05-05,Middleweight,"SUB, Rear, Naked, Choke",2,1:07,Karlos Vemola,http://www.ufcstats.com/fighter-details/d23ccf4a6c221284,blue,16.0,2.0,2.0,0.0,11.0,1,0,1,SUB,3,1,2,265.0,0,0,6.0,33.06666666666666,15.0,0,0,1,40.0,42.0,80.0,72.0,185.0,75.0,Orthodox
UFC_on_FUEL_TV-Munoz_vs_Weidman,3573,2012-07-11,Middleweight,"SUB, Rear, Naked, Choke",2,1:39,Karlos Vemola,http://www.ufcstats.com/fighter-details/d23ccf4a6c221284,red,3.0,1.0,2.0,2.0,4.0,0,1,1,SUB,4,2,2,67.0,0,0,6.05,39.06666666666666,6.0,0,1,0,11.0,58.0,91.0,72.0,185.0,75.0,Orthodox
UFC_on_FUEL_TV-Nogueira_vs_Werdum,3274,2013-06-08,Middleweight,"SUB, Rear, Naked, Choke",2,2:49,Karlos Vemola,http://www.ufcstats.com/fighter-details/d23ccf4a6c221284,blue,30.0,2.0,0.0,2.0,21.0,0,1,0,SUB,5,2,3,332.0,0,0,7.066666666666666,45.11666666666666,6.05,0,0,1,4.0,61.0,95.0,72.0,185.0,75.0,Orthodox
UFC_44-Undisputed,5200,2003-09-26,Welterweight,"SUB, Kimura",1,3:52,Karo Parisyan,http://www.ufcstats.com/fighter-details/349aaa3da11eb587,blue,13.0,3.0,1.0,1.0,2.0,1,0,1,SUB,0,0,0,0.0,0,0,3.0833333333333335,0.0,0.0,0,0,0,0.0,0.0,0.0,70.0,170.0,72.0,Orthodox
UFC_46-Supernatural,5184,2004-01-31,Welterweight,U-DEC,3,5:00,Karo Parisyan,http://www.ufcstats.com/fighter-details/349aaa3da11eb587,red,1.0,0.0,4.0,2.0,46.0,0,1,1,DEC,1,1,0,127.0,0,0,15.0,3.0833333333333335,3.0833333333333335,0,1,0,2.0,13.0,2.0,70.0,170.0,72.0,Orthodox
UFC_49-Unfinished_Business,5161,2004-08-21,Welterweight,S-DEC,3,5:00,Karo Parisyan,http://www.ufcstats.com/fighter-details/349aaa3da11eb587,blue,27.0,9.0,0.0,1.0,37.0,1,0,1,DEC,2,1,1,203.0,0,0,15.0,18.083333333333332,15.0,0,0,1,46.0,14.0,48.0,70.0,170.0,72.0,Orthodox
UFC_51-Super_Saturday,5146,2005-02-05,Welterweight,U-DEC,3,5:00,Karo Parisyan,http://www.ufcstats.com/fighter-details/349aaa3da11eb587,blue,29.0,7.0,2.0,6.0,7.0,1,0,1,DEC,3,2,1,168.0,0,0,15.0,33.08333333333333,15.0,0,1,0,37.0,41.0,85.0,70.0,170.0,72.0,Orthodox
UFC_53-Heavy_Hitters,5115,2005-06-04,Welterweight,U-DEC,3,5:00,Karo Parisyan,http://www.ufcstats.com/fighter-details/349aaa3da11eb587,red,56.0,8.0,2.0,8.0,26.0,1,0,0,DEC,4,3,1,119.0,0,0,15.0,48.08333333333333,15.0,0,1,0,7.0,70.0,92.0,70.0,170.0,72.0,Orthodox
UFC_59-Reality_Check,5030,2006-04-15,Welterweight,"KO/TKO, Punches",1,4:44,Karo Parisyan,http://www.ufcstats.com/fighter-details/349aaa3da11eb587,red,18.0,2.0,0.0,7.0,2.0,1,0,0,TKO,5,4,1,315.0,0,0,4.066666666666666,63.08333333333333,15.0,0,1,0,26.0,126.0,118.0,70.0,170.0,72.0,Orthodox
UFC_Fight_Night_6,4980,2006-08-17,Welterweight,U-DEC,3,5:00,Karo Parisyan,http://www.ufcstats.com/fighter-details/349aaa3da11eb587,blue,36.0,9.0,0.0,1.0,66.0,0,1,0,DEC,6,5,1,124.0,0,0,15.0,67.14999999999999,4.066666666666666,0,1,0,2.0,144.0,120.0,70.0,170.0,72.0,Orthodox
UFC_Fight_Night-Sanchez_vs_Riggs,4921,2006-12-13,Welterweight,U-DEC,3,5:00,Karo Parisyan,http://www.ufcstats.com/fighter-details/349aaa3da11eb587,red,56.0,3.0,0.0,5.0,47.0,1,0,0,DEC,7,5,2,118.0,0,0,15.0,82.14999999999999,15.0,0,0,1,66.0,180.0,186.0,70.0,170.0,72.0,Orthodox
UFC_71-Liddell_vs_Jackson,4848,2007-05-26,Welterweight,U-DEC,3,5:00,Karo Parisyan,http://www.ufcstats.com/fighter-details/349aaa3da11eb587,red,54.0,2.0,0.0,0.0,16.0,1,0,0,DEC,8,6,2,164.0,0,0,15.0,97.14999999999999,15.0,0,1,0,47.0,236.0,233.0,70.0,170.0,72.0,Orthodox
UFC_78-Validation,4760,2007-11-17,Welterweight,U-DEC,3,5:00,Karo Parisyan,http://www.ufcstats.com/fighter-details/349aaa3da11eb587,blue,49.0,7.0,0.0,4.0,35.0,1,0,1,DEC,9,7,2,175.0,0,0,15.0,112.14999999999999,15.0,0,1,0,16.0,290.0,249.0,70.0,170.0,72.0,Orthodox
